Episode;Time;Character;Type of Roll;Total Value;Natural Value;Crit?;Damage Dealt;# Kills;Notes
C2E104;00:22:54;Beau;Attack;26;16;;;;Unarmed Strike against Caduceus
C2E104;00:23:03;Beau;Damage;7;;;7 to Caduceus;;
C2E104;00:23:15;Caduceus;Constitution Save;5;2;;;;disregarded due to advantage
C2E104;00:32:02;Fjord;History;13;11;;;;
C2E104;00:33:39;Caduceus;Healing;Unknown;;;;;Hit Dice
C2E104;00:33:39;Yasha;Healing;Unknown;;;;;Hit Dice
C2E104;00:35:03;Caduceus;Other;5;;;;;Divine Intervention
C2E104;00:46:14;Beau;Arcana;16;12;;;;
C2E104;00:51:32;Fjord;Investigation;25;19;;;;
C2E104;00:51:36;Caleb;Investigation;27;17;;;;
C2E104;00:51:40;Veth;Investigation;30;19;;;;
C2E104;00:51:43;Jester;Investigation;15;14;;;;
C2E104;00:51:45;Caduceus;Investigation;13;14;;;;
C2E104;00:51:47;Yasha;Investigation;21;16;;;;
C2E104;00:51:48;Beau;Investigation;24;12;;;;
C2E104;00:53:25;Fjord;Investigation;19;13;;;;
C2E104;00:53:27;Veth;Investigation;26;15;;;;
C2E104;00:54:27;Caleb;Investigation;Unknown;Unknown;;;;
C2E104;00:54:27;Caleb;Investigation;28;18;;;;
C2E104;01:33:19;Caleb;Perception;Unknown;;;;;disregarded due to advantage
C2E104;01:33:19;Caleb;Perception;Unknown;;;;;as giant owl?
C2E104;01:33:21;Jester;Perception;Unknown;;;;;disregarded due to advantage
C2E104;01:33:21;Jester;Perception;25;20;;;;as giant owl?
C2E104;01:33:24;Beau;Perception;Nat20;20;;;;
C2E104;01:33:27;Yasha;Perception;Unknown;Unknown;;;;
C2E104;01:41:19;Veth;Survival;Nat20;20;;;;
C2E104;01:48:19;Caleb;Perception;25;17;;;;
C2E104;01:48:19;Caduceus;Perception;26;17;;;;
C2E104;01:48:59;Fjord;Stealth;Unknown;Unknown;;;;disregarded due to advantage
C2E104;01:48:59;Fjord;Stealth;27;17;;;;with PWaT
C2E104;01:49:03;Jester;Stealth;21;7;;;;with PWaT
C2E104;01:49:04;Caleb;Stealth;20;8;;;;with PWaT
C2E104;01:49:05;Veth;Stealth;39;16;;;;with PWaT
C2E104;01:49:08;Yasha;Stealth;17;5;;;;with PWaT
C2E104;01:49:10;Caduceus;Stealth;28;16;;;;with PWaT
C2E104;01:49:11;Beau;Stealth;25;7;;;;with PWaT
C2E104;01:54:56;Fjord;Dexterity Save;8;7;;;;
C2E104;01:54:59;Jester;Dexterity Save;16;12;;;;
C2E104;01:55:00;Caleb;Dexterity Save;Nat1;1;;;;disregarded due to Ring of Evasion
C2E104;01:55:04;Veth;Dexterity Save;24;15;;;;
C2E104;01:55:09;Yasha;Dexterity Save;10;7;;;;
C2E104;01:55:09;Yasha;Dexterity Save;10;7;;;;
C2E104;01:55:13;Caduceus;Dexterity Save;19;19;;;;
C2E104;01:55:15;Beau;Dexterity Save;22;13;;;;
C2E104;02:00:10;Caleb;History;16;6;;;;
C2E104;02:00:10;Beau;History;17;5;;;;
C2E104;02:01:25;Caleb;Perception;18;10;;;;
C2E104;02:08:32;Caleb;History;21;11;;;;
C2E104;02:08:32;Beau;History;19;7;;;;
C2E104;02:09:07;Beau;Initiative;22;17;;;;
C2E104;02:09:07;Veth;Initiative;21;16;;;;
C2E104;02:09:07;Caduceus;Initiative;17;17;;;;
C2E104;02:09:07;Yasha;Initiative;Unknown;Unknown;;;;disregarded due to advantage
C2E104;02:09:07;Yasha;Initiative;17;15;;;;
C2E104;02:09:07;Jester;Initiative;13;9;;;;
C2E104;02:09:07;Caleb;Initiative;3;2;;;;
C2E104;02:09:07;Fjord;Initiative;4;4;;;;
C2E104;02:12:48;Beau;Attack;26;16;;;;Unarmed Strike against Big Bad
C2E104;02:12:48;Beau;Attack;17;7;;;;Unarmed Strike against Big Bad
C2E104;02:12:57;Beau;Damage;8;;;8 to Big Bad;;
C2E104;02:12:57;Beau;Damage;8;;;8 to Big Bad;;
C2E104;02:13:42;Beau;Attack;Nat1;1;;;;Unarmed Strike against Big Bad
C2E104;02:13:42;Beau;Attack;12;2;;;;Unarmed Strike against Big Bad
C2E104;02:15:06;Veth;Attack;Nat1;1;;;;TTBB1000 w/ VB against Big Bad
C2E104;02:15:16;Veth;Damage;11;;;11 to Veth;;Misfire
C2E104;02:17:04;Fjord;Charisma Save;20;10;;;;
C2E104;02:17:04;Beau;Charisma Save;16;15;;;;
C2E104;02:17:04;Caduceus;Charisma Save;9;2;;;;Possessed by Ghost 2
C2E104;02:17:04;Yasha;Charisma Save;3;4;;;;Possessed by Ghost 1
C2E104;02:19:08;Caduceus;Attack;12;8;;;;Blight Staff against Vilya
C2E104;02:19:42;Yasha;Attack;16;7;;;;Magician's Judge against Jester
C2E104;02:19:42;Yasha;Attack;19;10;;;;Magician's Judge against Jester
C2E105;02:20:04;Yasha;Damage;6;;;6 to Jester;;
C2E104;02:22:20;Beau;Attack;24;14;;;;Unarmed Strike AoO against Ghost 4
C2E104;02:22:25;Beau;Damage;11;;;11 to Ghost 4;;
C2E104;02:25:17;Jester;Healing;9;;;Beau heals 9;;Healing Word (1st)
C2E104;02:25:55;Fjord;Attack;30;19;;;;Star Razor against Ghost 3
C2E104;02:25:55;Fjord;Attack;30;19;;;;Star Razor against Ghost 3
C2E104;02:26:09;Fjord;Damage;30;;;30 to Ghost 3;;
C2E104;02:28:27;Caleb;Damage;80;;;40 (80/2) to Ghost 4;;
C2E104;02:30:06;Beau;Attack;16;6;;;;Unarmed Strike against Ghost 4
C2E104;02:30:06;Beau;Attack;21;11;;;;Unarmed Strike against Ghost 4
C2E104;02:30:15;Beau;Damage;8;;;8 to Ghost 4;;
C2E104;02:31:20;Veth;Attack;16;6;;;;TTBB1000 w/ VB against BB
C2E104;02:33:15;Fjord;Wisdom Save;17;14;;;;
C2E104;02:33:15;Jester;Wisdom Save;28;19;;;;
C2E104;02:33:15;Caleb;Wisdom Save;7;-1;;;;Caleb is frightened
C2E104;02:33:15;Yasha;Wisdom Save;5;5;;;;Yasha is frightened
C2E104;02:33:15;Caduceus;Wisdom Save;28;19;;;;
C2E104;02:33:15;Beau;Wisdom Save;18;14;;;;
C2E104;02:36:43;Caduceus;Damage;22;;;22 to Ghost 3;;Sacred Flame
C2E104;02:37:28;Yasha;Attack;Unknown;Unknown;;;;disregarded due to disadvantage
C2E104;02:37:28;Yasha;Attack;13;4;;;;Magician's Judge to Ghost 4
C2E104;02:38:28;Yasha;Attack;Unknown;Unknown;;;;disregarded due to disadvantage
C2E104;02:38:28;Yasha;Attack;18;9;;;;Magician's Judge to Ghost 4
C2E104;02:38:37;Yasha;Damage;15;;;15 to Ghost 4;;
C2E104;02:40:58;Jester;Spell Attack;22;13;;;;Guiding Bolt against Ghost 3
C2E104;02:41:23;Jester;Damage;16;;;16 to Ghost 3;1;Ghost 3 dies
C2E104;02:42:32;Jester;Healing;7;;;Beau heals 7;;Healing Word
C2E104;02:43:43;Fjord;Attack;Unknown;Unknown;;;;disregarded due to disadvantage
C2E104;02:43:43;Fjord;Attack;22;11;;;;Star Razor against BB
C2E104;02:43:55;Fjord;Damage;32;;;32 to BB;;
C2E104;02:44:16;Fjord;Damage;65;;;65 to BB;1;Divine Smite, HDYWTDT
C2E104;02:49:14;Veth;Deception;15;17;;;;
C2E104;02:55:31;Yasha;Perception;22;19;;;;
C2E104;02:59:20;Caleb;History;27;17;;;;
C2E104;03:00:00;Veth;Investigation;21;10;;;;
C2E104;03:03:01;Veth;Investigation;21;10;;;;
C2E104;03:03:43;Yasha;Strength;Nat20;20;;;;
C2E104;03:04:52;Jester;Strength;Unknown;Unknown;;;;disregarded due to disadvantage
C2E104;03:04:52;Jester;Strength;7;4;;;;
C2E104;03:05:22;Caleb;Dexterity;7;5;;;;
C2E104;03:07:06;Jester;Investigation;18;17;;;;
C2E104;03:09:55;Caleb;Arcana;12;2;;;;
C2E104;03:13:26;Jester;Charisma Save;16;11;;;;
C2E104;03:15:33;Beau;History;21;9;;;;
C2E104;03:19:14;Caduceus;Investigation;12;13;;;;
C2E104;03:30:35;Beau;Stealth;Nat20;20;;;;with PWaT
C2E104;03:30:38;Caduceus;Stealth;23;11;;;;with PWaT
C2E104;03:30:40;Veth;Stealth;Unknown;Unknown;;;;disregarded due to advantage
C2E104;03:30:40;Veth;Stealth;39;16;;;;with PWaT
C2E104;03:30:41;Yasha;Stealth;18;6;;;;with PWaT
C2E104;03:31:00;Caleb;Stealth;15;3;;;;with PWaT
C2E104;03:31:02;Jester;Stealth;17;3;;;;with PWaT
C2E104;03:31:03;Fjord;Stealth;27;17;;;;with PWaT
C2E104;03:45:39;Jester;Other;Unknown;;;;;disregarded due to advantage
C2E104;03:45:39;Jester;Other;Unknown;;;;;
C2E104;03:52:24;Fjord;Constitution Save;15;10;;;;
C2E105;00:53:11;Fjord;Investigation;25;19;;;;
C2E105;00:11:08;Jester;Other;9;;;;;Heroes' Feast
C2E105;01:27:30;Jester;Investigation;11;10;;;;
C2E105;01:34:25;Yasha;Wisdom Save;Nat1;1;;;;Disregarded due to advantage
C2E105;01:34:25;Yasha;Wisdom Save;16;16;;;;
C2E105;01:44:31;Fjord;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;01:44:31;Fjord;Wisdom Save;16;13;;;;
C2E105;01:44:32;Jester;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;01:44:32;Jester;Wisdom Save;22;13;;;;
C2E105;01:44:33;Caleb;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;01:44:33;Caleb;Wisdom Save;15;7;;;;
C2E105;01:44:34;Veth;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;01:44:34;Veth;Wisdom Save;23;18;;;;
C2E105;01:44:36;Yasha;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;01:44:36;Yasha;Wisdom Save;16;16;;;;
C2E105;01:44:37;Caduceus;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;01:44:37;Caduceus;Wisdom Save;21;12;;;;
C2E105;01:44:38;Beau;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;01:44:38;Beau;Wisdom Save;16;12;;;;
C2E105;01:46:56;Fjord;Investigation;18;12;;;;
C2E105;01:48:00;Jester;Investigation;10;9;;;;
C2E105;01:48:00;Caleb;Investigation;22;12;;;;
C2E105;01:48:00;Veth;Investigation;30;19;;;;
C2E105;01:48:03;Yasha;Investigation;22;17;;;;
C2E105;01:48:05;Caduceus;Investigation;2;3;;;;
C2E105;01:48:06;Beau;Investigation;22;10;;;;
C2E105;01:52:52;Jester;Persuasion;19;14;;;;
C2E105;01:54:14;Jester;Persuasion;15;10;;;;
C2E105;02:17:04;Jester;Other;Unknown;Unknown;;;;Divine Intervention
C2E105;02:24:24;Fjord;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;02:24:24;Fjord;Wisdom Save;14;11;;;;
C2E105;02:25:08;Jester;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;02:25:08;Jester;Wisdom Save;24;15;;;;
C2E105;02:25:10;Caleb;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;02:25:10;Caleb;Wisdom Save;22;14;;;;
C2E105;02:25:10;Veth;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;02:25:10;Veth;Wisdom Save;19;14;;;;
C2E105;02:25:12;Yasha;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;02:25:12;Yasha;Wisdom Save;18;18;;;;
C2E105;02:25:12;Caduceus;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;02:25:12;Caduceus;Wisdom Save;18;9;;;;
C2E105;02:25:13;Beau;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;02:25:13;Beau;Wisdom Save;16;12;;;;
C2E105;02:26:54;Caleb;Dexterity Save;20;18;;;;
C2E105;02:29:43;Beau;Perception;18;14;;;;
C2E105;02:53:57;Beau;Initiative;21;16;;;;
C2E105;02:54:00;Caleb;Initiative;21;20;;;;
C2E105;02:54:16;Yasha;Initiative;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;02:54:16;Yasha;Initiative;15;13;;;;
C2E105;02:54:29;Jester;Initiative;12;8;;;;
C2E105;02:54:38;Caduceus;Initiative;5;3;;;;
C2E105;02:54:38;Veth;Initiative;8;3;;;;
C2E105;02:54:59;Fjord;Initiative;Nat1;1;;;;
C2E105;02:58:24;Beau;Attack;27;17;;;;Unarmed Strike against Vokodo
C2E105;02:58:24;Beau;Attack;18;8;;;;Unarmed Strike against Vokodo
C2E105;02:58:48;Beau;Damage;14;;;14 to Vokodo;;
C2E105;02:59:21;Beau;Damage;7;;;7 to Vokodo;;
C2E105;02:59:57;Beau;Attack;21;11;;;;Unarmed Strike against Vokodo
C2E105;02:59:59;Beau;Attack;13;3;;;;Unarmed Strike against Vokodo
C2E105;03:00:07;Beau;Damage;10;;;10 to Vokodo;;
C2E105;03:03:18;Fjord;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:03:18;Fjord;Wisdom Save;18;15;;;;
C2E105;03:03:21;Jester;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:03:21;Jester;Wisdom Save;27;18;;;;
C2E105;03:03:26;Yasha;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:03:26;Yasha;Wisdom Save;13;13;;;;Yasha is hypnotized by Vokodo
C2E105;03:03:27;Caduceus;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:03:27;Caduceus;Wisdom Save;29;20;;;;
C2E105;03:07:36;Beau;Wisdom Save;22;18;;;;Disregarded due to advantage
C2E105;03:07:36;Beau;Wisdom Save;23;19;;;;
C2E105;03:08:30;Beau;Attack;25;15;;;;Unarmed Strike against Vokodo
C2E105;03:08:38;Beau;Damage;11;;;11 to Vokodo;;
C2E105;03:09:42;Yasha;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:09:42;Yasha;Wisdom Save;15;15;;;;
C2E105;03:15:27;Veth;Attack;22;12;;;;TTBB1000 against Vokodo
C2E105;03:15:45;Veth;Damage;34;;;34 to Vokodo;;
C2E105;03:16:14;Veth;Attack;21;16;;;;TTBB1000 against Vokodo with Sharpshooter
C2E105;03:15:45;Veth;Damage;17;;;17 to Vokodo;;
C2E105;03:19:47;Fjord;Spell Attack;22;13;;;;Eldritch Blast
C2E105;03:19:47;Fjord;Spell Attack;28;19;;;;Eldritch Blast
C2E105;03:20:10;Fjord;Damage;30;;;30 to Vokodo;;
C2E105;03:21:59;Beau;Attack;24;14;;;;Unarmed Strike against Vokodo
C2E105;03:22:10;Beau;Damage;7;;;7 to Vokodo;;
C2E105;03:23:04;Beau;Attack;15;5;;;;Unarmed Strike against Vokodo
C2E105;03:23:33;Beau;Attack;28;18;;;;Unarmed Strike against Vokodo
C2E105;03:23:33;Beau;Attack;19;9;;;;Unarmed Strike against Vokodo
C2E105;03:23:42;Beau;Damage;13;;;13 to Vokodo;;
C2E105;03:23:45;Beau;Damage;11;;;11 to Vokodo;;
C2E105;03:25:20;Beau;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:25:20;Beau;Wisdom Save;22;18;;;;
C2E105;03:26:06;Caduceus;Charisma Save;20;18;;;;
C2E105;03:29:58;Yasha;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:29:58;Yasha;Wisdom Save;12;12;;;;
C2E105;03:30:35;Yasha;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:30:35;Yasha;Wisdom Save;5;5;;;;
C2E105;03:33:19;Beau;Wisdom Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:33:19;Beau;Wisdom Save;17;17;;;;
C2E105;03:34:19;Veth;Stealth;30;17;;;;
C2E105;03:41:04;Fjord;Insight;6;8;;;;
C2E105;03:45:57;Beau;Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:45:57;Beau;Attack;17;10;;;;Unarmed Strike against Vokodo
C2E105;03:45:57;Beau;Other;4;;;;;Bless
C2E105;03:46:20;Beau;Damage;10;;;10 to Vokodo;;
C2E105;03:46:38;Beau;Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:46:38;Beau;Attack;23;Unknown;;;;Unarmed Strike against Vokodo with Bless
C2E105;03:46:41;Beau;Damage;11;;;11 to Vokodo;;
C2E105;03:47:24;Beau;Attack;26;16;;;;Disregarded due to advantage
C2E105;03:47:24;Beau;Attack;26;16;;;;Unarmed Strike against Vokodo
C2E105;03:47:24;Beau;Other;4;;;;;Bless
C2E105;03:47:37;Beau;Damage;14;;;14 to Vokodo;;
C2E105;03:47:42;Beau;Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E105;03:47:42;Beau;Attack;23;16;;;;Unarmed Strike against Vokodo
C2E105;03:47:42;Beau;Other;4;;;;;Bless
C2E105;03:47:48;Beau;Damage;14;;;14 to Vokodo;;
C2E105;03:49:33;Beau;Charisma Save;14;Unknown;;;;with Bless
C2E105;03:52:42;Fjord;Dexterity Save;17;16;;14 (28/2) Lighting to Fjord;;redirected Call Lightning from Vilya
C2E105;03:53:46;Jester;Dexterity Save;11;7;;28 Lightning to Jester;;redirected Call Lightning from Vilya
C2E105;03:53:47;Veth;Dexterity Save;23;14;;;;redirected Call Lightning from Vilya
C2E105;03:57:07;Yasha;Wisdom Save;Unknown;Unknown;;;;disregarded due to advantage
C2E105;03:57:07;Yasha;Wisdom Save;19;Unknown;;;;with Bless
C2E105;03:59:41;Caduceus;Other;9;;;;;roll to see if he appears near Beau
C2E105;04:06:10;Beau;Perception;21;17;;;;
C2E105;04:11:43;Yasha;Attack;12;Unknown;;;;Magician's Judge against Vokodo with Bless
C2E105;04:12:51;Caleb;Intelligence;23;18;;;;Counterspell check
C2E105;04:14:47;Yasha;Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E105;04:14:47;Yasha;Attack;15;Unknown;;;;with Bless
C2E105;04:15:03;Yasha;Attack;Nat1;1;;;;disregarded due to advantage
C2E105;04:15:12;Yasha;Attack;Nat1;1;;;;with Bless
C2E105;04:18:20;Veth;Stealth;25;12;;;;
C2E105;04:22:48;Jester;Constitution Save;22;15;;;;
C2E105;04:23:17;Jester;Constitution Save;Nat20;20;;;;
C2E105;04:24:01;Caduceus;Healing;9;;;Fjord, Jester, Caleb, Veth, Yasha, and Beau heal 9;;Mass Healing Word
C2E105;04:24:09;Jester;Constitution Save;Unknown;Unknown;;;;
C2E105;04:24:20;Jester;Constitution Save;Unknown;Unknown;;;;
C2E105;04:24:29;Caduceus;Healing;9;;;Jester, Caleb, Veth, Yasha, Caduceus, and Beau heal 9;;Mass Healing Word
C2E105;04:24:43;Jester;Constitution Save;Unknown;Unknown;;;;
C2E105;04:24:56;Caduceus;Healing;9;;;Fjord, Jester, Caleb, Yasha, Caduceus, and Beau heal 9;;Mass Healing Word
C2E105;04:25:01;Jester;Constitution Save;Unknown;Unknown;;;;disregarded due to advantage
C2E105;04:25:01;Jester;Constitution Save;Unknown;Unknown;;;;
C2E105;04:25:54;Jester;Constitution Save;Unknown;Unknown;;;;disregarded due to advantage
C2E105;04:25:54;Jester;Constitution Save;Unknown;Unknown;;;;
C2E105;04:26:30;Jester;Constitution Save;Nat1;1;;;;disregarded due to advantage
C2E105;04:26:30;Jester;Constitution Save;10;3;;;;
C2E105;04:27:12;Caduceus;Healing;20;;;Fjord, Jester, Caleb, Yasha, Caducues, and Beau heal 20;;Mass Cure Wounds
C2E105;04:30:52;Fjord;Attack;29;Unknown;;;;Star Razor against Vokodo with Bless
C2E105;04:31:42;Fjord;Damage;49;;;49 to Vokodo;;with Divine Smite (5th)
C2E105;04:31:56;Fjord;Attack;22;Unknown;;;;Star Razor against Vokodo with Bless
C2E105;04:32:14;Fjord;Damage;17;;;17 to Vokodo;;
C2E105;04:33:00;Beau;Attack;31;Unknown;;;;Unarmed Strike against Vokodo with Bless
C2E105;04:33:29;Beau;Damage;22;;;22 to Vokodo;;
C2E105;04:33:51;Beau;Attack;27;Unknown;;;;Unarmed Strike against Vokodo with Bless
C2E105;04:33:29;Beau;Damage;22;;;22 to Vokodo;;
C2E105;04:34:34;Caleb;Damage;72;;;72 to Vokodo;;Disintegrate, HDYWTDT
C2E106;00:15:05;Jester;Constitution Save;Unknown;Unknown;;;;
C2E106;00:15:05;Caleb;Perception;Unknown;Unknown;;;;With Fortune's Favor
C2E106;00:15:05;Caleb;Perception;Unknown;Unknown;;;;Disregarded due to Fortune's Favor
C2E106;00:17:00;Jester;Constitution Save;Unknown;Unknown;;;;
C2E106;00:17:03;Caduceus;Perception;23;14;;;;
C2E106;00:19:02;Veth;Investigation;21;10;;;;
C2E106;;Jester;Perception;19;14;;;;
C2E106;00:19:37;Caleb;Perception;15;7;;;;
C2E106;00:20:08;Jester;Constitution Save;Unknown;Unknown;;;;
C2E106;00:21:18;Jester;Constitution Save;Unknown;Unknown;;;;
C2E106;00:22:34;Jester;Constitution Save;Unknown;Unknown;;;;
C2E106;00:22:38;Veth;Investigation;21;10;;;;
C2E106;00:23:41;Jester;Constitution Save;Unknown;Unknown;;;;
C2E106;00:23:56;Fjord;Investigation;21;15;;;;
C2E106;00:24:15;Caleb;Perception;14;6;;;;
C2E106;00:24:44;Jester;Constitution Save;Unknown;Unknown;;;;
C2E106;00:24:52;Veth;Investigation;21;10;;;;
C2E106;00:25:13;Beau;Investigation;18;6;;;;
C2E106;00:25:47;Jester;Investigation;10;9;;;;
C2E106;00:26:02;Jester;Constitution Save;Unknown;Unknown;;;;
C2E106;00:27:08;Jester;Constitution Save;Unknown;Unknown;;;;
C2E106;00:27:56;Yasha;Athletics;11;3;;;;
C2E106;00:28:50;Jester;Constitution Save;Unknown;Unknown;;;;
C2E106;00:29:27;Veth;Investigation;21;10;;;;Disregarded due to advantage
C2E106;00:29:27;Veth;Investigation;21;10;;;;With advantage
C2E106;00:30:11;Yasha;Athletics;27;19;;;;
C2E106;00:33:56;Yasha;Investigation;18;13;;;;
C2E106;00:33:56;Veth;Investigation;Nat20;20;;;;
C2E106;00:35:00;Veth;Perception;4;3;;;;
C2E106;00:35:02;Yasha;Perception;21;18;;;;
C2E106;00:36:48;Caleb;Survival;11;7;;;;Disregarded due to advantage
C2E106;00:36:48;Caleb;Survival;16;12;;;;With advantage
C2E106;00:37:57;Caleb;Survival;Unknown;Unknown;;;;Disregarded due to advantage
C2E106;00:37:57;Caleb;Survival;Nat20;20;;;;With advantage
C2E106;00:38:36;Caleb;Survival;Unknown;Unknown;;;;Disregarded due to advantage
C2E106;00:38:36;Caleb;Survival;21;17;;;;With advantage
C2E106;00:39:07;Caleb;Survival;Unknown;Unknown;;;;Disregarded due to advantage
C2E106;00:39:07;Caleb;Survival;10;6;;;;With advantage
C2E106;00:41:27;Caleb;Strength;19;15;;;;As hunter shark
C2E106;00:42:44;Caduceus;Strength;2;2;;;;
C2E106;00:43:45;Caleb;Attack;22;16;;;;Bite (as hunter shark)
C2E106;00:43:57;Caleb;Damage;14;;;14 to Aquatic Fire Snake;;
C2E106;00:44:21;Caduceus;Strength;5;5;;;;
C2E106;00:45:35;Caleb;Attack;14;8;;;;Bite (as hunter shark)
C2E106;00:45:40;Caleb;Damage;14;;;14 to Aquatic Fire Snake;1;HDYWTDT
C2E106;00:46:17;Caleb;Constitution Save;13;11;;;;
C2E106;00:46:21;Caleb;Constitution Save;9;7;;;;
C2E106;00:47:23;Caleb;Survival;Unknown;Unknown;;;;Disregarded due to advantage
C2E106;00:47:23;Caleb;Survival;Nat20;20;;;;With advantage
C2E106;00:47:49;Caleb;Survival;Unknown;Unknown;;;;Disregarded due to advantage
C2E106;00:47:49;Caleb;Survival;15;11;;;;With advantage
C2E106;00:54:49;Beau;Dexterity Save;20;11;;;;
C2E106;01:03:33;Yasha;Deception;10;;;;;
C2E106;01:04:42;Yasha;Athletics;19;11;;;;
C2E106;01:10:26;Beau;Perception;Nat20;20;;;;Disregarded due to disadvantage
C2E106;01:10:26;Beau;Perception;18;14;;;;With disadvatage
C2E106;01:10:43;Beau;Acrobatics;Nat20;20;;;;
C2E106;01:10:45;Yasha;Athletics;27;19;;12 (24/2) to Yasha;;
C2E106;01:39:31;Jester;Intimidation;11;10;;;;
C2E106;01:50:15;Beau;Investigation;17;5;;;;
C2E106;01:53:06;Sprinkle;Attack;14;11;;;;Bite against Frumpkin
C2E106;01:53:24;Sprinkle;Damage;3;;;3 to Frumpkin;1;
C2E106;01:54:11;Beau;Healing;Unknown;Unknown;;;;Hit Dice
C2E106;02:28:03;Fjord;Perception;17;15;;;;
C2E106;02:32:14;Fjord;History;14;12;;;;
C2E106;02:36:57;Fjord;Persuasion;19;14;;;;
C2E106;02:40:47;Fjord;Strength Save;9;8;;;;Against Belabor charge
C2E106;02:40:57;Beau;Damage;16;;;16 Force to Fjord;;
C2E106;02:42:42;Jester;Healing;10;;;;;"Healing Word (1st); Fjord heals 10 points"
C2E106;02:42:53;Caduceus;Healing;10;;;;;"Healing Word (1st); Fjord heals 10 points"
C2E106;02:47:38;Yasha;Healing;Unknown;Unknown;;;;Hit Dice
C2E106;02:48:44;Jester;Healing;Unknown;Unknown;;;;Hit Dice
C2E106;03:30:36;Fjord;Persuasion;Nat1;1;;;;
C2E107;00:47:34;Caduceus;Nature;1;2;;;;
C2E107;01:14:06;Fjord;Investigation;23;17;;;;
C2E107;01:14:08;Jester;Investigation;5;4;;;;
C2E107;01:14:11;Caleb;Investigation;19;9;;;;
C2E107;01:14:12;Veth;Investigation;27;16;;;;
C2E107;01:14:15;Yasha;Investigation;12;7;;;;
C2E107;01:14:21;Beau;Investigation;15;3;;;;
C2E107;01:21:43;Caduceus;Survival;10;5;;;;
C2E107;02:01:44;Jester;Survival;Unknown;Unknown;;;;Disregarded due to advantage
C2E107;02:01:44;Jester;Survival;18;13;;;;With advantage
C2E107;02:02:46;Jester;Survival;Unknown;Unknown;;;;Disregarded due to advantage
C2E107;02:02:46;Jester;Survival;16;11;;;;With advantage and with Guidance
C2E107;02:03:59;Jester;Survival;Unknown;Unknown;;;;Disregarded due to advantage
C2E107;02:03:59;Jester;Survival;21;16;;;;With advantage and with Guidance
C2E107;02:11:12;Fjord;Stealth;Nat20;20;;;;
C2E107;02:11:12;Beau;Stealth;Nat20;20;;;;
C2E107;02:11:17;Yasha;Stealth;20;18;;;;With advantage (Blessing of the Trickster)
C2E107;02:11:17;Yasha;Stealth;Unknown;Unknown;;;;Disregarded due to advantage
C2E107;02:11:19;Veth;Stealth;29;16;;;;
C2E107;02:11:22;Caduceus;Stealth;19;17;;;;
C2E107;02:11:24;Caleb;Stealth;17;15;;;;
C2E107;02:11:26;Jester;Stealth;16;12;;;;
C2E107;02:15:49;Fjord;Stealth;26;16;;;;With PWaT
C2E107;02:15:58;Jester;Stealth;Nat1;1;;;;With PWaT
C2E107;02:16:18;Caleb;Stealth;28;16;;;;With PWaT
C2E107;02:16:18;Veth;Stealth;34;11;;;;With PWaT
C2E107;02:16:20;Yasha;Stealth;25;13;;;;With PWaT
C2E107;02:16:20;Caduceus;Stealth;29;17;;;;With PWaT
C2E107;02:16:23;Beau;Stealth;35;16;;;;With PWaT
C2E107;02:18:46;Veth;Athletics;7;3;;4 to Veth;;
C2E107;02:22:23;Beau;Initiative;19;14;;;;
C2E107;02:22:23;Caduceus;Initiative;18;16;;;;
C2E107;02:22:26;Caleb;Initiative;16;15;;;;
